[26-Feb-2017 21:05:02 Asia/Tokyo] PHP Fatal error:  Cannot use App\Http\Controllers\Auth\user as user because the name is already in use in /home/ubuntu/workspace/findmc/app/Http/Controllers/Auth/AuthController.php on line 10
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  24. Illuminate\Foundation\Http\Middleware\VerifyCsrfToken->handle() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  25. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/VerifyCsrfToken.php:50
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  26. call_user_func:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  27. Illuminate\Foundation\Http\Kernel->Illuminate\Foundation\Http\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  28. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:236
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  29. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:635
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  30. Illuminate\Routing\Router->runRouteWithinStack() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:675
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  31. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:710
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  32. call_user_func:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  33. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  34. call_user_func:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  35. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  36. Illuminate\Routing\Route->run() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:708
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  37. Illuminate\Routing\Route->runWithCustomDispatcher() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Route.php:134
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  38. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Route.php:203
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  39. Illuminate\Routing\ControllerDispatcher->callWithinStack() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:69
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  40. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:114
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  41. call_user_func:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  42. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  43. call_user_func:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  44. Illuminate\Routing\ControllerDispatcher->Illuminate\Routing\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  45. Illuminate\Routing\ControllerDispatcher->call() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:112
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  46. Illuminate\Routing\Controller->callAction() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:164
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  47. call_user_func_array:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:256}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:256
[28-Feb-2017 13:03:42 Asia/Tokyo] PHP  48. App\Http\Controllers\McController->index() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:256
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP Fatal error:  Class 'App\Http\Controllers\Mc' not found in /home/ubuntu/workspace/findmc/app/Http/Controllers/WelcomeController.php on line 19
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP Stack trace:
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP   1. {main}() /home/ubuntu/workspace/findmc/server.php:0
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP   2. require_once() /home/ubuntu/workspace/findmc/server.php:21
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP   3. Illuminate\Foundation\Http\Kernel->handle() /home/ubuntu/workspace/findmc/public/index.php:54
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP   4. Illuminate\Foundation\Http\Kernel->sendRequestThroughRouter() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:87
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP   5. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:122
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP   6. call_user_func:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP   7. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP   8. call_user_func_array:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP   9. Illuminate\Foundation\Http\Middleware\CheckForMaintenanceMode->handle() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  10. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/CheckForMaintenanceMode.php:44
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  11. call_user_func_array:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  12. Illuminate\Cookie\Middleware\EncryptCookies->handle() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  13. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/EncryptCookies.php:59
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  14. call_user_func_array:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  15. Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse->handle() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  16. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/AddQueuedCookiesToResponse.php:37
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  17. call_user_func_array:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  18. Illuminate\Session\Middleware\StartSession->handle() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  19. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Session/Middleware/StartSession.php:62
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  20. call_user_func_array:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  21. Illuminate\View\Middleware\ShareErrorsFromSession->handle() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  22. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/View/Middleware/ShareErrorsFromSession.php:49
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  23. call_user_func_array:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  24. Illuminate\Foundation\Http\Middleware\VerifyCsrfToken->handle() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  25. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/VerifyCsrfToken.php:50
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  26. call_user_func:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  27. Illuminate\Foundation\Http\Kernel->Illuminate\Foundation\Http\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  28. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:236
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  29. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:635
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  30. Illuminate\Routing\Router->runRouteWithinStack() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:675
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  31. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:710
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  32. call_user_func:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  33. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  34. call_user_func:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  35. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  36. Illuminate\Routing\Route->run() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:708
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  37. Illuminate\Routing\Route->runWithCustomDispatcher() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Route.php:134
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  38. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Route.php:203
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  39. Illuminate\Routing\ControllerDispatcher->callWithinStack() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:69
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  40. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:114
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  41. call_user_func:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  42. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  43. call_user_func:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  44. Illuminate\Routing\ControllerDispatcher->Illuminate\Routing\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  45. Illuminate\Routing\ControllerDispatcher->call() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:112
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  46. Illuminate\Routing\Controller->callAction() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:164
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  47. call_user_func_array:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:256}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:256
[28-Feb-2017 13:12:07 Asia/Tokyo] PHP  48. App\Http\Controllers\WelcomeController->index() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:256
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP Fatal error:  Cannot access protected property Kbwebs\MultiAuth\AuthManager::$name in /home/ubuntu/workspace/findmc/storage/framework/views/6639b8d74372f24cdf39fc9df84abb7a on line 21
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP Stack trace:
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP   1. {main}() /home/ubuntu/workspace/findmc/server.php:0
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP   2. require_once() /home/ubuntu/workspace/findmc/server.php:21
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP   3. Illuminate\Foundation\Http\Kernel->handle() /home/ubuntu/workspace/findmc/public/index.php:54
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP   4. Illuminate\Foundation\Http\Kernel->sendRequestThroughRouter() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:87
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP   5. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:122
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP   6. call_user_func:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP   7. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP   8. call_user_func_array:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP   9. Illuminate\Foundation\Http\Middleware\CheckForMaintenanceMode->handle() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  10. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/CheckForMaintenanceMode.php:44
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  11. call_user_func_array:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  12. Illuminate\Cookie\Middleware\EncryptCookies->handle() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  13. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/EncryptCookies.php:59
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  14. call_user_func_array:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  15. Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse->handle() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  16. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/AddQueuedCookiesToResponse.php:37
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  17. call_user_func_array:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  18. Illuminate\Session\Middleware\StartSession->handle() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  19. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Session/Middleware/StartSession.php:62
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  20. call_user_func_array:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  21. Illuminate\View\Middleware\ShareErrorsFromSession->handle() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  22. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/View/Middleware/ShareErrorsFromSession.php:49
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  23. call_user_func_array:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  24. Illuminate\Foundation\Http\Middleware\VerifyCsrfToken->handle() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  25. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/VerifyCsrfToken.php:50
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  26. call_user_func:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  27. Illuminate\Foundation\Http\Kernel->Illuminate\Foundation\Http\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  28. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:236
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  29. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:635
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  30. Illuminate\Routing\Router->runRouteWithinStack() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:675
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  31. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:710
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  32. call_user_func:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  33. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  34. call_user_func:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  35. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  36. Illuminate\Routing\Route->run() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:708
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  37. Illuminate\Routing\Route->runWithCustomDispatcher() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Route.php:134
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  38. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/Route.php:203
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  39. Illuminate\Routing\ControllerDispatcher->callWithinStack() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:69
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  40. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:114
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  41. call_user_func:{/home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[28-Feb-2017 19:25:17 Asia/Tokyo] PHP  42. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/findmc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
